,ID,label
402,402,0
403,403,1
404,404,1
405,405,1
406,406,0
407,407,0
408,408,1
409,409,0
410,410,0
411,411,1
412,412,0
413,413,1
414,414,0
415,415,0
416,416,0
417,417,1
418,418,0
419,419,1
420,420,1
421,421,1
422,422,0
423,423,0
424,424,0
425,425,1
426,426,1
427,427,0
428,428,0
429,429,0
430,430,1
431,431,0
432,432,1
433,433,0
434,434,1
435,435,0
436,436,1
437,437,1
438,438,1
439,439,0
440,440,1
441,441,0
442,442,1
443,443,0
444,444,1
445,445,1
446,446,0
447,447,0
448,448,0
449,449,0
450,450,0
451,451,1
452,452,1
453,453,1
454,454,1
455,455,0
456,456,1
457,457,1
458,458,1
459,459,0
460,460,0
461,461,1
462,462,1
463,463,1
464,464,1
465,465,1
466,466,0
467,467,1
468,468,1
469,469,1
470,470,0
471,471,0
472,472,1
473,473,0
474,474,1
475,475,0
476,476,0
477,477,1
478,478,1
479,479,1
480,480,0
481,481,0
482,482,0
483,483,0
484,484,0
485,485,0
486,486,0
487,487,0
488,488,1
489,489,0
490,490,1
491,491,1
492,492,1
493,493,1
494,494,0
495,495,1
496,496,1
497,497,1
498,498,1
499,499,1
500,500,1
501,501,0
502,502,0
503,503,1
504,504,1
505,505,1
506,506,0
507,507,1
508,508,1
509,509,1
510,510,1
511,511,1
512,512,1
513,513,1
514,514,0
515,515,0
516,516,0
517,517,0
518,518,1
519,519,1
520,520,1
521,521,0
522,522,1
523,523,0
524,524,0
525,525,0
526,526,0
527,527,1
528,528,1
529,529,0
530,530,1
531,531,0
532,532,0
533,533,1
534,534,0
535,535,0
536,536,0
537,537,0
538,538,1
539,539,1
540,540,0
541,541,1
542,542,0
543,543,0
544,544,1
545,545,0
546,546,1
547,547,1
548,548,1
549,549,0
550,550,1
551,551,0
552,552,0
553,553,1
554,554,0
555,555,1
556,556,1
557,557,1
558,558,1
559,559,1
560,560,0
561,561,1
562,562,1
563,563,1
564,564,1
565,565,0
566,566,0
567,567,0
568,568,1
569,569,1
570,570,1
571,571,1
572,572,1
573,573,1
574,574,0
575,575,1
576,576,0
577,577,0
578,578,1
579,579,0
580,580,1
581,581,0
582,582,0
583,583,0
584,584,1
585,585,1
586,586,1
587,587,1
588,588,1
589,589,1
590,590,0
591,591,1
592,592,0
593,593,0
594,594,0
595,595,0
596,596,0
597,597,1
598,598,0
599,599,1
600,600,1
601,601,0
602,602,1
603,603,0
604,604,0
605,605,0
606,606,0
607,607,0
608,608,0
609,609,1
610,610,0
611,611,1
612,612,0
613,613,0
614,614,1
615,615,0
616,616,1
617,617,0
618,618,0
619,619,1
620,620,1
621,621,1
622,622,0
623,623,1
624,624,0
625,625,0
626,626,0
627,627,1
628,628,0
629,629,0
630,630,1
631,631,1
632,632,1
633,633,1
634,634,1
635,635,0
636,636,0
637,637,1
638,638,1
639,639,1
640,640,0
641,641,1
642,642,1
643,643,1
644,644,1
645,645,1
646,646,1
647,647,0
648,648,1
649,649,0
650,650,0
651,651,1
652,652,0
653,653,0
654,654,0
655,655,0
656,656,1
657,657,0
658,658,1
659,659,1
660,660,1
661,661,1
662,662,0
663,663,0
664,664,0
665,665,1
666,666,1
667,667,0
668,668,0
669,669,0
670,670,0
671,671,1
672,672,1
673,673,0
674,674,1
675,675,0
676,676,1
677,677,0
678,678,1
679,679,0
680,680,1
681,681,0
682,682,1
683,683,1
684,684,0
685,685,0
686,686,1
687,687,0
688,688,0
689,689,0
690,690,1
691,691,1
692,692,1
693,693,1
694,694,1
695,695,0
696,696,1
697,697,0
698,698,1
699,699,0
700,700,1
701,701,0
702,702,1
703,703,1
704,704,0
705,705,1
706,706,1
707,707,1
708,708,1
709,709,0
710,710,1
711,711,1
712,712,0
713,713,1
714,714,0
715,715,1
716,716,1
717,717,1
718,718,0
719,719,1
720,720,1
721,721,1
722,722,0
723,723,0
724,724,0
725,725,1
726,726,1
727,727,0
728,728,0
729,729,0
730,730,1
731,731,0
732,732,0
733,733,0
734,734,0
735,735,1
736,736,0
737,737,1
738,738,1
739,739,0
740,740,0
741,741,0
742,742,0
743,743,0
744,744,1
745,745,1
746,746,0
747,747,0
748,748,1
749,749,0
750,750,0
751,751,0
752,752,1
753,753,0
754,754,0
755,755,0
756,756,1
757,757,1
758,758,0
759,759,0
760,760,1
761,761,0
762,762,1
763,763,1
764,764,1
765,765,0
766,766,0
767,767,1
768,768,0
769,769,1
770,770,1
771,771,1
772,772,0
773,773,0
774,774,1
775,775,0
776,776,1
777,777,0
778,778,1
779,779,0
780,780,1
781,781,1
782,782,0
783,783,1
784,784,0
785,785,0
786,786,1
787,787,0
788,788,1
789,789,1
790,790,1
791,791,1
792,792,0
793,793,0
794,794,0
795,795,0
796,796,0
797,797,0
798,798,1
799,799,0
800,800,0
801,801,0
802,802,1
803,803,1
804,804,1
805,805,0
806,806,0
807,807,0
808,808,0
809,809,1
810,810,0
811,811,0
812,812,0
813,813,1
814,814,0
815,815,0
816,816,0
817,817,0
818,818,0
819,819,0
820,820,0
821,821,0
822,822,1
823,823,1
824,824,1
825,825,1
826,826,1
827,827,0
828,828,1
829,829,1
830,830,1
831,831,0
832,832,1
833,833,0
834,834,1
835,835,0
836,836,1
837,837,0
838,838,0
839,839,0
840,840,1
841,841,0
842,842,1
843,843,0
844,844,0
845,845,0
846,846,0
847,847,0
848,848,0
849,849,0
850,850,1
851,851,0
852,852,1
853,853,0
854,854,0
855,855,1
856,856,0
857,857,0
858,858,0
859,859,0
860,860,1
861,861,0
862,862,0
863,863,1
864,864,1
865,865,1
866,866,1
867,867,1
868,868,0
869,869,0
870,870,0
871,871,0
872,872,1
873,873,0
874,874,1
875,875,1
876,876,1
877,877,1
878,878,0
879,879,0
880,880,0
881,881,1
882,882,1
883,883,1
884,884,1
885,885,1
886,886,1
887,887,1
888,888,1
889,889,1
890,890,0
891,891,1
892,892,1
893,893,0
894,894,0
895,895,0
896,896,0
897,897,1
898,898,0
899,899,0
900,900,1
901,901,1
902,902,0
903,903,1
904,904,0
905,905,0
906,906,1
907,907,0
908,908,0
909,909,1
910,910,0
911,911,0
912,912,1
913,913,0
914,914,1
915,915,1
916,916,0
917,917,0
918,918,1
919,919,1
920,920,1
921,921,0
922,922,0
923,923,1
924,924,0
925,925,1
926,926,0
927,927,1
928,928,0
929,929,0
930,930,0
931,931,1
932,932,1
933,933,1
934,934,1
935,935,0
936,936,0
937,937,1
938,938,1
939,939,0
940,940,1
941,941,0
942,942,1
943,943,1
944,944,0
945,945,0
946,946,0
947,947,1
948,948,1
949,949,0
950,950,0
951,951,1
952,952,0
953,953,1
954,954,1
955,955,1
956,956,0
957,957,1
958,958,1
959,959,0
960,960,1
961,961,0
962,962,1
963,963,0
964,964,0
965,965,1
966,966,0
967,967,1
968,968,1
969,969,1
970,970,0
971,971,0
972,972,0
973,973,0
974,974,1
975,975,1
976,976,1
977,977,1
978,978,0
979,979,1
980,980,1
981,981,0
982,982,1
983,983,0
984,984,0
985,985,1
986,986,0
987,987,0
988,988,0
989,989,0
990,990,1
991,991,0
992,992,1
993,993,1
994,994,0
995,995,1
996,996,0
997,997,0
998,998,1
999,999,1
1000,1000,0
1001,1001,1
1002,1002,1
1003,1003,0
1004,1004,1
1005,1005,1
1006,1006,1
1007,1007,0
1008,1008,1
1009,1009,0
1010,1010,0
1011,1011,0
1012,1012,0
1013,1013,0
1014,1014,1
1015,1015,1
1016,1016,1
1017,1017,1
1018,1018,1
1019,1019,1
1020,1020,0
1021,1021,1
1022,1022,0
1023,1023,1
1024,1024,1
1025,1025,1
1026,1026,0
1027,1027,1
1028,1028,1
1029,1029,0
1030,1030,1
1031,1031,0
1032,1032,1
1033,1033,0
1034,1034,1
1035,1035,0
1036,1036,1
1037,1037,1
1038,1038,1
1039,1039,1
1040,1040,1
1041,1041,0
1042,1042,1
1043,1043,1
1044,1044,1
1045,1045,1
1046,1046,0
1047,1047,0
1048,1048,1
1049,1049,1
1050,1050,0
1051,1051,1
1052,1052,1
1053,1053,0
1054,1054,0
1055,1055,1
1056,1056,1
1057,1057,0
1058,1058,1
1059,1059,0
1060,1060,1
1061,1061,1
1062,1062,0
1063,1063,0
1064,1064,0
1065,1065,0
1066,1066,0
1067,1067,1
1068,1068,1
1069,1069,0
1070,1070,0
1071,1071,0
1072,1072,1
1073,1073,0
1074,1074,1
1075,1075,0
1076,1076,1
1077,1077,1
1078,1078,0
1079,1079,0
1080,1080,0
1081,1081,1
1082,1082,1
1083,1083,1
1084,1084,1
1085,1085,0
1086,1086,1
1087,1087,0
1088,1088,0
1089,1089,0
1090,1090,0
1091,1091,1
1092,1092,0
1093,1093,1
1094,1094,1
1095,1095,0
1096,1096,0
1097,1097,0
1098,1098,0
1099,1099,0
1100,1100,1
1101,1101,1
1102,1102,0
1103,1103,1
1104,1104,0
1105,1105,1
1106,1106,0
1107,1107,1
1108,1108,0
1109,1109,0
1110,1110,1
1111,1111,1
1112,1112,1
1113,1113,1
1114,1114,1
1115,1115,0
1116,1116,0
1117,1117,1
1118,1118,1
1119,1119,0
1120,1120,1
1121,1121,1
1122,1122,1
1123,1123,0
1124,1124,1
1125,1125,0
1126,1126,0
1127,1127,0
1128,1128,0
1129,1129,1
1130,1130,0
1131,1131,1
1132,1132,0
1133,1133,0
1134,1134,0
1135,1135,0
1136,1136,0
1137,1137,1
1138,1138,0
1139,1139,1
1140,1140,0
1141,1141,0
1142,1142,0
1143,1143,1
1144,1144,1
1145,1145,0
1146,1146,1
1147,1147,0
1148,1148,0
1149,1149,0
1150,1150,1
1151,1151,0
1152,1152,0
1153,1153,1
1154,1154,1
1155,1155,1
1156,1156,0
1157,1157,0
1158,1158,0
1159,1159,0
1160,1160,0
1161,1161,0
1162,1162,1
1163,1163,1
1164,1164,0
1165,1165,1
1166,1166,1
1167,1167,0
1168,1168,1
1169,1169,1
1170,1170,0
1171,1171,0
1172,1172,1
1173,1173,0
1174,1174,1
1175,1175,1
1176,1176,0
1177,1177,0
1178,1178,1
1179,1179,1
1180,1180,0
1181,1181,1
1182,1182,1
1183,1183,0
1184,1184,0
1185,1185,1
1186,1186,0
1187,1187,0
1188,1188,1
1189,1189,1
1190,1190,1
1191,1191,0
1192,1192,0
1193,1193,1
1194,1194,0
1195,1195,0
1196,1196,1
1197,1197,1
1198,1198,0
1199,1199,1
1200,1200,0
1201,1201,1
1202,1202,0
1203,1203,1
1204,1204,1
1205,1205,1
1206,1206,1
1207,1207,1
1208,1208,0
1209,1209,0
1210,1210,0
1211,1211,1
1212,1212,0
1213,1213,0
1214,1214,1
1215,1215,1
1216,1216,1
1217,1217,0
1218,1218,0
1219,1219,1
1220,1220,1
1221,1221,0
1222,1222,0
1223,1223,1
1224,1224,0
1225,1225,1
1226,1226,0
1227,1227,0
1228,1228,1
1229,1229,0
1230,1230,1
1231,1231,1
1232,1232,1
1233,1233,1
1234,1234,1
1235,1235,1
1236,1236,0
1237,1237,1
1238,1238,1
1239,1239,0
1240,1240,0
1241,1241,1
1242,1242,0
1243,1243,1
1244,1244,0
1245,1245,0
1246,1246,1
1247,1247,0
1248,1248,0
1249,1249,1
1250,1250,0
1251,1251,1
1252,1252,0
1253,1253,0
1254,1254,1
1255,1255,0
1256,1256,1
1257,1257,0
1258,1258,1
1259,1259,0
1260,1260,0
1261,1261,0
1262,1262,0
1263,1263,0
1264,1264,1
1265,1265,1
1266,1266,1
1267,1267,0
1268,1268,0
1269,1269,1
1270,1270,1
1271,1271,0
1272,1272,0
1273,1273,0
1274,1274,0
1275,1275,0
1276,1276,1
1277,1277,1
1278,1278,0
1279,1279,0
1280,1280,0
1281,1281,0
1282,1282,1
1283,1283,1
1284,1284,0
1285,1285,0
1286,1286,0
1287,1287,1
1288,1288,1
1289,1289,1
1290,1290,1
1291,1291,0
1292,1292,0
1293,1293,1
1294,1294,0
1295,1295,0
1296,1296,0
1297,1297,1
1298,1298,1
1299,1299,1
1300,1300,1
1301,1301,1
1302,1302,0
1303,1303,1
1304,1304,0
1305,1305,0
1306,1306,1
1307,1307,1
1308,1308,1
1309,1309,1
1310,1310,1
1311,1311,1
1312,1312,1
1313,1313,0
1314,1314,0
1315,1315,0
1316,1316,1
1317,1317,0
1318,1318,1
1319,1319,0
1320,1320,1
1321,1321,0
1322,1322,1
1323,1323,0
1324,1324,0
1325,1325,1
1326,1326,1
1327,1327,1
1328,1328,1
1329,1329,0
1330,1330,0
1331,1331,0
1332,1332,1
1333,1333,1
1334,1334,0
1335,1335,0
1336,1336,1
1337,1337,1
1338,1338,0
1339,1339,0
1340,1340,0
1341,1341,0
1342,1342,1
1343,1343,0
1344,1344,1
1345,1345,1
1346,1346,1
1347,1347,0
1348,1348,1
1349,1349,0
1350,1350,0
1351,1351,0
1352,1352,1
1353,1353,0
1354,1354,0
1355,1355,0
1356,1356,0
1357,1357,0
1358,1358,0
1359,1359,0
1360,1360,0
1361,1361,0
1362,1362,0
1363,1363,1
1364,1364,1
1365,1365,0
1366,1366,0
1367,1367,1
1368,1368,1
1369,1369,0
1370,1370,0
1371,1371,0
1372,1372,0
1373,1373,0
1374,1374,0
1375,1375,0
1376,1376,1
1377,1377,1
1378,1378,1
1379,1379,0
1380,1380,0
1381,1381,1
1382,1382,0
1383,1383,0
1384,1384,0
1385,1385,1
1386,1386,0
1387,1387,0
1388,1388,1
1389,1389,1
1390,1390,1
1391,1391,1
1392,1392,1
1393,1393,1
1394,1394,0
1395,1395,1
1396,1396,0
1397,1397,0
1398,1398,1
1399,1399,1
1400,1400,1
1401,1401,1
1402,1402,1
1403,1403,1
1404,1404,0
1405,1405,1
1406,1406,1
1407,1407,1
1408,1408,1
1409,1409,1
1410,1410,1
1411,1411,0
1412,1412,0
1413,1413,0
1414,1414,1
1415,1415,1
1416,1416,0
1417,1417,1
1418,1418,0
1419,1419,0
1420,1420,1
1421,1421,1
1422,1422,0
1423,1423,1
1424,1424,1
1425,1425,0
1426,1426,1
1427,1427,0
1428,1428,1
1429,1429,0
1430,1430,1
1431,1431,0
1432,1432,0
1433,1433,0
1434,1434,0
1435,1435,0
1436,1436,0
1437,1437,1
1438,1438,0
1439,1439,1
1440,1440,0
1441,1441,0
1442,1442,0
1443,1443,0
1444,1444,0
1445,1445,1
1446,1446,1
1447,1447,1
1448,1448,1
1449,1449,0
1450,1450,0
1451,1451,1
1452,1452,1
1453,1453,0
1454,1454,0
1455,1455,0
1456,1456,0
1457,1457,1
1458,1458,0
1459,1459,1
1460,1460,0
1461,1461,0
1462,1462,0
1463,1463,0
1464,1464,0
1465,1465,0
1466,1466,1
1467,1467,1
1468,1468,1
1469,1469,1
1470,1470,0
1471,1471,1
1472,1472,1
1473,1473,1
1474,1474,1
1475,1475,1
1476,1476,0
1477,1477,0
1478,1478,0
1479,1479,0
1480,1480,0
1481,1481,0
1482,1482,0
1483,1483,1
1484,1484,0
1485,1485,1
1486,1486,0
1487,1487,1
1488,1488,0
1489,1489,1
1490,1490,0
1491,1491,1
1492,1492,0
1493,1493,1
1494,1494,0
1495,1495,1
1496,1496,0
1497,1497,1
1498,1498,1
1499,1499,1
1500,1500,0
1501,1501,0
1502,1502,1
1503,1503,1
1504,1504,1
1505,1505,0
1506,1506,1
1507,1507,0
1508,1508,0
1509,1509,0
1510,1510,1
1511,1511,1
1512,1512,1
1513,1513,1
1514,1514,0
1515,1515,0
1516,1516,1
1517,1517,1
1518,1518,1
1519,1519,1
1520,1520,1
1521,1521,0
1522,1522,0
1523,1523,1
1524,1524,1
1525,1525,0
1526,1526,0
1527,1527,0
1528,1528,1
1529,1529,0
1530,1530,1
1531,1531,0
1532,1532,0
1533,1533,1
1534,1534,0
1535,1535,0
1536,1536,1
1537,1537,1
1538,1538,1
1539,1539,1
1540,1540,1
1541,1541,0
1542,1542,1
1543,1543,0
1544,1544,0
1545,1545,0
1546,1546,0
1547,1547,0
1548,1548,0
1549,1549,1
1550,1550,1
1551,1551,1
1552,1552,1
1553,1553,0
1554,1554,0
1555,1555,0
1556,1556,1
1557,1557,1
1558,1558,0
1559,1559,1
1560,1560,0
1561,1561,1
1562,1562,1
1563,1563,1
1564,1564,1
1565,1565,1
1566,1566,1
1567,1567,0
1568,1568,0
1569,1569,1
1570,1570,0
1571,1571,1
1572,1572,1
1573,1573,0
1574,1574,1
1575,1575,1
1576,1576,0
1577,1577,1
1578,1578,1
1579,1579,1
1580,1580,0
1581,1581,1
1582,1582,0
1583,1583,1
1584,1584,1
1585,1585,0
1586,1586,1
1587,1587,0
1588,1588,1
1589,1589,0
1590,1590,1
1591,1591,0
1592,1592,1
1593,1593,0
1594,1594,0
1595,1595,0
1596,1596,0
1597,1597,0
1598,1598,0
1599,1599,1
1600,1600,0
1601,1601,0
1602,1602,0
1603,1603,1
1604,1604,0
1605,1605,1
1606,1606,0
1607,1607,1
1608,1608,1
1609,1609,0
1610,1610,0
1611,1611,0
1612,1612,0
1613,1613,0
1614,1614,1
1615,1615,1
1616,1616,0
1617,1617,0
1618,1618,1
1619,1619,0
1620,1620,1
1621,1621,1
1622,1622,0
1623,1623,0
1624,1624,1
1625,1625,0
1626,1626,0
1627,1627,1
1628,1628,1
1629,1629,1
1630,1630,0
1631,1631,0
1632,1632,1
1633,1633,1
1634,1634,1
1635,1635,0
1636,1636,1
1637,1637,0
1638,1638,0
1639,1639,0
1640,1640,0
1641,1641,1
1642,1642,1
1643,1643,1
1644,1644,0
1645,1645,1
1646,1646,0
1647,1647,0
1648,1648,1
1649,1649,1
1650,1650,1
1651,1651,0
1652,1652,0
1653,1653,0
1654,1654,0
1655,1655,1
1656,1656,1
1657,1657,0
1658,1658,1
1659,1659,1
1660,1660,0
1661,1661,1
1662,1662,0
1663,1663,0
1664,1664,0
1665,1665,1
1666,1666,1
1667,1667,0
1668,1668,0
1669,1669,1
1670,1670,0
1671,1671,0
1672,1672,1
1673,1673,0
1674,1674,0
1675,1675,1
1676,1676,1
1677,1677,0
1678,1678,0
1679,1679,1
1680,1680,1
1681,1681,0
1682,1682,1
1683,1683,0
1684,1684,1
1685,1685,1
1686,1686,1
1687,1687,1
1688,1688,1
1689,1689,0
1690,1690,0
1691,1691,0
1692,1692,1
1693,1693,0
1694,1694,1
1695,1695,0
1696,1696,0
1697,1697,0
1698,1698,1
1699,1699,1
1700,1700,1
1701,1701,0
1702,1702,0
1703,1703,1
1704,1704,1
1705,1705,1
1706,1706,1
1707,1707,1
1708,1708,0
1709,1709,1
1710,1710,0
1711,1711,1
1712,1712,1
1713,1713,1
1714,1714,1
1715,1715,0
1716,1716,1
1717,1717,1
1718,1718,0
1719,1719,0
1720,1720,0
1721,1721,1
1722,1722,0
1723,1723,1
1724,1724,0
1725,1725,0
1726,1726,0
1727,1727,0
1728,1728,0
1729,1729,1
1730,1730,0
1731,1731,1
1732,1732,1
1733,1733,1
1734,1734,0
1735,1735,1
1736,1736,1
1737,1737,0
1738,1738,0
1739,1739,0
1740,1740,1
1741,1741,0
1742,1742,1
1743,1743,0
1744,1744,1
1745,1745,1
1746,1746,1
1747,1747,1
1748,1748,1
1749,1749,0
1750,1750,1
1751,1751,0
1752,1752,1
1753,1753,1
1754,1754,0
1755,1755,1
1756,1756,0
1757,1757,0
1758,1758,0
1759,1759,1
1760,1760,1
1761,1761,1
1762,1762,1
1763,1763,0
1764,1764,1
1765,1765,1
1766,1766,0
1767,1767,1
1768,1768,1
1769,1769,1
1770,1770,0
1771,1771,0
1772,1772,0
1773,1773,0
1774,1774,0
1775,1775,0
1776,1776,1
1777,1777,1
1778,1778,0
1779,1779,0
1780,1780,1
1781,1781,1
1782,1782,0
1783,1783,0
1784,1784,0
1785,1785,0
1786,1786,1
1787,1787,1
1788,1788,1
1789,1789,1
1790,1790,0
1791,1791,1
1792,1792,0
1793,1793,0
1794,1794,0
1795,1795,1
1796,1796,0
1797,1797,1
1798,1798,1
1799,1799,1
1800,1800,1
1801,1801,0
1802,1802,0
1803,1803,1
1804,1804,0
1805,1805,0
1806,1806,1
1807,1807,1
1808,1808,1
1809,1809,0
1810,1810,0
1811,1811,0
1812,1812,1
1813,1813,1
1814,1814,1
1815,1815,1
1816,1816,1
1817,1817,0
1818,1818,0
1819,1819,1
1820,1820,1
1821,1821,1
1822,1822,0
1823,1823,1
1824,1824,0
1825,1825,0
1826,1826,1
1827,1827,0
1828,1828,0
1829,1829,1
1830,1830,1
1831,1831,0
1832,1832,1
1833,1833,1
1834,1834,1
1835,1835,0
1836,1836,0
1837,1837,0
1838,1838,1
1839,1839,0
1840,1840,1
1841,1841,0
1842,1842,0
1843,1843,0
1844,1844,0
1845,1845,1
1846,1846,1
1847,1847,0
1848,1848,1
1849,1849,0
1850,1850,0
1851,1851,0
1852,1852,1
1853,1853,1
1854,1854,1
1855,1855,0
1856,1856,1
1857,1857,1
1858,1858,1
1859,1859,1
1860,1860,0
1861,1861,1
1862,1862,1
1863,1863,1
1864,1864,0
1865,1865,0
1866,1866,1
1867,1867,1
1868,1868,0
1869,1869,1
1870,1870,1
1871,1871,1
1872,1872,0
1873,1873,1
1874,1874,1
1875,1875,1
1876,1876,0
1877,1877,0
1878,1878,1
1879,1879,0
1880,1880,1
1881,1881,0
1882,1882,0
1883,1883,0
1884,1884,1
1885,1885,1
1886,1886,1
1887,1887,1
1888,1888,0
1889,1889,0
1890,1890,0
1891,1891,0
1892,1892,0
1893,1893,0
1894,1894,0
1895,1895,0
1896,1896,0
1897,1897,0
1898,1898,1
1899,1899,1
1900,1900,0
1901,1901,0
1902,1902,0
1903,1903,0
1904,1904,1
1905,1905,1
1906,1906,0
1907,1907,0
1908,1908,1
1909,1909,1
1910,1910,0
1911,1911,0
1912,1912,1
1913,1913,0
1914,1914,0
1915,1915,1
1916,1916,1
1917,1917,0
1918,1918,1
1919,1919,0
1920,1920,1
1921,1921,0
1922,1922,0
1923,1923,1
1924,1924,0
1925,1925,1
1926,1926,1
1927,1927,0
1928,1928,0
1929,1929,0
1930,1930,0
1931,1931,1
1932,1932,0
1933,1933,1
1934,1934,0
1935,1935,0
1936,1936,0
1937,1937,0
1938,1938,1
1939,1939,0
1940,1940,1
1941,1941,0
1942,1942,1
1943,1943,0
1944,1944,1
1945,1945,0
1946,1946,1
1947,1947,1
1948,1948,1
1949,1949,0
1950,1950,1
1951,1951,1
1952,1952,1
1953,1953,1
1954,1954,0
1955,1955,0
1956,1956,1
1957,1957,0
1958,1958,0
1959,1959,0
1960,1960,1
1961,1961,0
1962,1962,0
1963,1963,1
1964,1964,0
1965,1965,0
1966,1966,0
1967,1967,0
1968,1968,1
1969,1969,0
1970,1970,1
1971,1971,0
1972,1972,1
1973,1973,1
1974,1974,1
1975,1975,0
1976,1976,0
1977,1977,0
1978,1978,1
1979,1979,0
1980,1980,1
1981,1981,0
1982,1982,0
1983,1983,1
1984,1984,0
1985,1985,0
1986,1986,1
1987,1987,0
1988,1988,0
1989,1989,0
1990,1990,0
1991,1991,1
1992,1992,1
1993,1993,1
1994,1994,1
1995,1995,0
1996,1996,0
1997,1997,1
